original,translate
"A common variety of quartz often believed to offer enlightenment, this gemstone is often found in the mountains of Gorremia",常见的石英品种，人们普遍认为它能带来启迪，这种宝石在戈雷米亚山脉中很常见
Archon's Eye,阿克索之眼
A common gemstone across the Empire,帝国常见的宝石
Crones will tell you it protects the user from bad luck,老妪会告诉你它能保护使用者免受厄运
Diamond,钻石
The “Empress” of gemstones,宝石中的“皇后”
Emerald,翡翠
A highly coveted semi-precious stone often worn by members of the lay-nobility,这种半宝石常被贵族阶层成员佩戴，因其珍贵而备受青睐
Moonstone,月光石
"This adularescent gem is believed by some to have fallen from the moon itself, but its low cost suggests otherwise",这种反光宝石被认为是从月亮上掉下来的，但其低廉的价格表明并非如此
Opal,水晶
This semi-precious stone is found in far Arassha and is often inset in items of power,这种半宝石在遥远的阿拉莎发现，常被镶嵌在强大的物品中
Painite,费内石
"A rare mineral often misidentified as a ruby, this gemstone is often called “The Jewler’s Best Friend",这种稀有矿物常被误认为是红宝石，宝石商们称它为“珠宝商的挚友”
Pearl,珍珠
"A spherical stone, typically white or bluish-gray, the pearl is a favorite of rich sea-merchants",这种球形宝石通常呈白色或蓝灰色，是富有的海商的最爱
Red Beryl,红碧玺
An extremely rare and coveted gemstone that can sometimes be found inset in the regalia of the Empire’s most powerful,这种极其稀有且备受追捧的宝石有时会被镶嵌在帝国最强大的人物的权杖上
Ruby,红宝石
"A coveted, durable gemstone often worn by Magi of high rank",这种珍贵耐用的宝石常被高阶法师佩戴
Topaz,黄水晶
Topaz is commonly traded by Ombarian merchants,拳石在奥姆巴里安商人中常见交易
"Usually light blue in color, the gem can be traded at a low cost",通常呈浅蓝色，宝石可以以较低的价格交易
Bone Comb,骨梳
"Finely carved from whale-bone, these combs provide a small modicum of luxury to the women and long-haired men of the Outer Isles",这些鲸骨精心雕刻而成的梳子为外岛的女性和长发男性提供了一丝奢华感
Buttons,按扣
A small collection of mismatched buttons,一小堆不匹配的按扣
Conch Shell,贝壳
You can hear the sea in them,你可以听到海浪的声音
Cracked Wine Jug,开裂的酒壶
A clay vessel commonly used to hold wine,一种常用的陶制容器，用来盛酒
It does its job poorly,它的工作效果很差
Drinking Horn,饮酒角杯
A vessel used by locals from which wine or ale is drunk,一种当地人用来饮用葡萄酒或麦芽酒的容器
Embalming Tool,入殓工具
A tool used by followers of the Imperial faith to prepare the dead for burial,一种由帝国信仰信徒使用，用于准备死者入殓的工具
Fishing Hook,钓鱼钩
A small metal hook used by locals to catch a variety of fish,一种小型金属钩，当地人用来捕捉各种鱼类
Flute,笛子
A small bone or wood instrument,一种小型骨制或木制乐器
Fork,叉子
A two pronged fork,叉子，两齿
"Though a good knife and fingers will suffice for most of the Empire's citizens, it simply will not do for a small select elite",尽管帝国大多数市民可以用好的刀和手指来完成大部分工作，但对于一小部分精挑细选的精英来说，这远远不够
Glass Bead,玻璃珠
A spherical piece of glass sometimes used by islanders/locals to create jewelry or fool children,一种有时被岛民或当地人用来制作首饰或愚弄孩子的玻璃球
Goblet,杯子
"A beaten up and ugly, albeit well crafted, tin goblet",一个虽然做工精细但又破又丑的锡制杯子
Ink Pot,墨水瓶
A glass vessel half full of rich Ombarian ink,一个半满的玻璃容器，里面装着浓郁的奥姆贝里安墨水
Mug,罐子
A roughly made mug,一个粗糙制作的罐子
Likely used for the Empire's drink of choice,很可能用来盛帝国最受欢迎的饮品
Ale,麦酒
Old Shears,老剪刀
A cutting tool commonly used by local farmers to shear their meager flocks,一种常见的剪切工具，当地农民常用它来剪他们微不足道的羊群
Ornate Gamepiece,精美的棋子
A piece from a set of pieces belonging to the game “Lancers,来自“骑兵”棋盘游戏的一枚棋子
Ornate Hand Mirror,精美的手镜
"Commonly used by members of nobility to check their appearance, these handheld items are believed by some to be ‘mirrors to the soul’",由贵族成员常用以检查仪容，有些人认为这些手持物品是“灵魂的镜子”
Parchment,羊皮纸
A stack of writing paper,一叠书写用纸
Pitcher,酒壶
A pitcher used for serving drinks,用于斟酒的酒壶
Plate,盘子
A tin plate used for serving meals,用于盛菜的锡盘
Ream of Fine Cloth,精致的丝绸卷
Finely spun cloth is difficult to produce and highly coveted among the tailors of the Heartlands,精致的丝绸难以生产，是心腹之地裁缝们极力追求的物品
Ream of Routhspun Cloth,罗斯纺丝绸卷
"Not as expensive as it's finer counterpart, but still a local commodity",比其更精细的版本便宜一些，但仍然是当地的商品
Rusty Bread Knife,锈迹斑斑的面包刀
A common household item often found in dining areas,一种常见的家用物品，常出现在餐桌上
Rusty Stick Pin,锈迹斑斑的胸针
A brass pin sometimes used by commonfolk to hold various garments in place,一种黄铜别针，常被普通人用来固定各种衣物
Scrimshaw,刻痕品
A small carving made from walrus teeth,用齿鲸牙制成的小雕刻品
Silk Ribbon,缎带
Commonly used for braiding hair,常用于编发
Stained Glass Bottle,带有污渍的玻璃瓶
An empty glass bottle that has taken on a green tint,一个空玻璃瓶，带有绿色的色调
Decorative Shell,装饰贝壳
"The exoskeleton of various sea creatures, these shells are sometimes used by locals to create jewelry",各种海洋生物的外骨骼，这些贝壳有时被当地人用来制作首饰
Wooden Doll,木偶
"A toy made from smooth yew, these doll’s are popular gifts given to local children",这些木偶由光滑的山毛榉制成，是送给当地儿童的流行礼物
Weaving Comb,织布梳
A tool commonly used in the weaving of tapestries,一种常用于挂毯编织的工具
This one appears to be made from the wood of the Yew Trees often found in the Outer Isles,这个似乎是由外群岛常见的山毛榉木制成的
Worn Dice,磨损的骰子
The bane of fools everywhere,天下愚者的噩梦
You wonder how many fortunes have fallen prey to its faded numbers,你不禁好奇它那褪色的数字曾让多少命运蒙羞
Writing Quill,钢笔
A popular writing tool made from the feather of a large bird,一种流行的书写工具，由大型鸟类的羽毛制成
This one appears to need sharpening,看起来需要磨尖了
Yarn,毛线
A yarn of wool spun from the shag of the sturdy breed of goats that roam the hills in the Outer Isles,这种羊毛线由外群岛山坡上那些结实品种的山羊身上长出的毛纺制而成
Gold,金币
A pile of gold,一堆金币
#Idle Items,#闲置物品
Banner,旗帜
Helbard,长柄武器
Pitchfork,锄头
Rake,锄具
Scythe,镰刀
Spear,长矛
Enchanted,魔法
Ranged,远程
